id,text,label,label_name,method,source_id
200000,Department store chain Nordstorm Inc. sees 2022 sales down 5% year-over-year to USD 12.8 mn.,0,negative,llm:llama-3.3-70b-versatile,
200001,"French retailer Lafayette reported a net loss of EUR 4.2 mn in Q2 2020, compared to a profit of EUR 1.5 mn in Q2 2019.",0,negative,llm:llama-3.3-70b-versatile,
200003,"Online retailer Amazonas SA's operating loss widened to USD 15.6 mn in 2021, from USD 8.3 mn in 2020.",0,negative,llm:llama-3.3-70b-versatile,
200004,Supermarket chain S Group's profit decreased by 8% to EUR 20.5 mn in the second quarter of 2022.,0,negative,llm:llama-3.3-70b-versatile,
200005,"Fashion retailer Zara's parent company, Inditex, reported a 12% drop in net profit to EUR 2.1 bn in 2022.",0,negative,llm:llama-3.3-70b-versatile,
200006,Department store operator Galeries Lafayette's revenue declined 7% to EUR 18.2 mn in the third quarter of 2021.,0,negative,llm:llama-3.3-70b-versatile,
200008,"UK-based retailer Marks & Spencer's pretax loss totalled GBP 15.8 mn in the first half of 2022, compared to a profit of GBP 1.2 mn in the same period last year.",0,negative,llm:llama-3.3-70b-versatile,
200009,"German retailer Metro AG's net loss amounted to EUR 23.4 mn in the fourth quarter of 2021, compared to a profit of EUR 10.2 mn in the same period a year earlier.",0,negative,llm:llama-3.3-70b-versatile,
200011,The Royal Bank of Scotia's provisioning for bad loans increased by 25% to CAD 1.2 bn in the first half of 2020.,0,negative,llm:llama-3.3-70b-versatile,
200012,"German bank, Deutsche Bundesbank, saw its net income decline by 30% to EUR 450 mn in FY 2019, due to weaker trading activity.",0,negative,llm:llama-3.3-70b-versatile,
200016,"Australian bank, Commonwealth Bank of Australia, faced a AUD 1.2 bn class-action lawsuit related to its alleged role in a financial scandal.",0,negative,llm:llama-3.3-70b-versatile,
200017,"Italian banking group, Banca Italia, wrote off EUR 300 mn in bad loans in Q4 2021, increasing its total write-offs to EUR 1.5 bn for the year.",0,negative,llm:llama-3.3-70b-versatile,
200020,"Automaker Dyna Motors reported a net loss of USD 23.1 mn in Q2 2022, down from a profit of USD 12.5 mn in Q2 2021.",0,negative,llm:llama-3.3-70b-versatile,
200021,Taiwanese semiconductor company NovaTech saw revenues decline 18.2% to USD 540 mn in the first quarter of 2023.,0,negative,llm:llama-3.3-70b-versatile,
200023,"UK-based manufacturer Britsteel announced a 25% reduction in production due to a 30% increase in raw material costs, effective January 2023.",0,negative,llm:llama-3.3-70b-versatile,
200024,"South Korean electronics company LumiTech's operating income fell 22% to USD 150 mn in the second quarter of 2022, missing analyst expectations.",0,negative,llm:llama-3.3-70b-versatile,
200026,"Chinese solar panel manufacturer SunnyPv saw its net profit plummet 35% to USD 85 mn in the fourth quarter of 2022, amid intense market competition.",0,negative,llm:llama-3.3-70b-versatile,
200027,"Indian tractor maker AgroTrac reported a 12% decline in sales to USD 210 mn in the third quarter of 2022, due to weak rural demand.",0,negative,llm:llama-3.3-70b-versatile,
